"node_id","label","node_type","layer","source_table","source_id","description","instrument","article","sector","implementation_domain","actor_type","government_level","normative_hierarchy","anchoring_level","gap_type","confidence_level","review_status","notes"
"MEX-017-art35-fraccX","Reglamento Interior de la Secretaría de  Art. 35, frac. X","domestic_provision","domestic_legal_layer","mexico_legal_provisions","MEX-017-art35-fraccX","Dirigir el Sistema Nacional de Vigilancia Epidemiológica y el Comité Nacional para la Vigilancia Epidemiológica, con el …","Reglamento Interior de la Secretaría de Salud","Art. 35, frac. X","epidemiological surveillance; SINAVE; national surveillance coordination","","","","6_internal_regulation","","","","",""
"MEX-017-art35-fraccVII","Reglamento Interior de la Secretaría de  Art. 35, frac. VII","domestic_provision","domestic_legal_layer","mexico_legal_provisions","MEX-017-art35-fraccVII","Dirigir las supervisiones o evaluaciones de la aplicación de las medidas de control de los problemas epidemiológicos del…","Reglamento Interior de la Secretaría de Salud","Art. 35, frac. VII","epidemiological emergency response; health measures; federal-state coordination","","","","6_internal_regulation","","","","",""
"MEX-017-art35-fraccVI","Reglamento Interior de la Secretaría de  Art. 35, frac. VI","domestic_provision","domestic_legal_layer","mexico_legal_provisions","MEX-017-art35-fraccVI","Desarrollar y proponer, a la persona titular de la Subsecretaría de Políticas de Salud y Bienestar Poblacional, en el ám…","Reglamento Interior de la Secretaría de Salud","Art. 35, frac. VI","NOM elaboration; epidemiological surveillance standards; technical norms","","","","6_internal_regulation","","","","",""
"MEX-017-art33-fraccI-IV","Reglamento Interior de la Secretaría de  Art. 33, fracs. I-IV","domestic_provision","domestic_legal_layer","mexico_legal_provisions","MEX-017-art33-fraccI-IV","Corresponde a la Dirección General de Relaciones Internacionales: I. Coordinar la representación y acreditación de la Se…","Reglamento Interior de la Secretaría de Salud","Art. 33, fracs. I-IV","international health coordination; international commitments; WHO representation","","","","6_internal_regulation","","","","",""
"MEX-017-art43-fraccIX","Reglamento Interior de la Secretaría de  Art. 43, frac. IX","domestic_provision","domestic_legal_layer","mexico_legal_provisions","MEX-017-art43-fraccIX","Dirigir las estrategias de despliegue territorial para el apoyo en la atención de urgencias y emergencias en salud en co…","Reglamento Interior de la Secretaría de Salud","Art. 43, frac. IX","health emergency response; territorial deployment; SNSP","","","","6_internal_regulation","","","","",""
"MEX-017-art52-fraccIX","Reglamento Interior de la Secretaría de  Art. 52, frac. IX","domestic_provision","domestic_legal_layer","mexico_legal_provisions","MEX-017-art52-fraccIX","Coordinar la instrumentación de las acciones en materia de seguridad en salud, en colaboración con las Unidades Administ…","Reglamento Interior de la Secretaría de Salud","Art. 52, frac. IX","health security; CENAPRECE; intersectoral coordination","","","","6_internal_regulation","","","","",""
"MEX-017-art26-fraccI-II","Reglamento Interior de la Secretaría de  Art. 26, fracs. I-II","domestic_provision","domestic_legal_layer","mexico_legal_provisions","MEX-017-art26-fraccI-II","Corresponde a la Dirección General de Información en Salud: I. Coordinar la definición, captación, integración, análisis…","Reglamento Interior de la Secretaría de Salud","Art. 26, fracs. I-II","health information systems; SINAIS; official health data","","","","6_internal_regulation","","","","",""
"MEX_PROV_LATIME_ART001_001","Ley sobre la Aprobación de Tratados Inte Art. 1","domestic_provision","domestic_legal_layer","mexico_legal_provisions","MEX_PROV_LATIME_ART001_001","Esta ley es de orden público y tiene como objeto reglamentar el artículo 93 de la Constitución General de la República e…","Ley sobre la Aprobación de Tratados Internacionales en Materia Económica","Art. 1","treaty approval; parliamentary oversight; technology transfer; treaties","","","","4_federal_or_national_law","","","","",""
"MEX_PROV_LATIME_ART003_001","Ley sobre la Aprobación de Tratados Inte Art. 3","domestic_provision","domestic_legal_layer","mexico_legal_provisions","MEX_PROV_LATIME_ART003_001","Para la aprobación de un tratado se observarán los siguientes objetivos generales: I. Contribuir a mejorar la calidad de…","Ley sobre la Aprobación de Tratados Internacionales en Materia Económica","Art. 3","treaty approval; treaties; supply chains","","","","4_federal_or_national_law","","","","",""
"MEX_PROV_LATIME_ART004_001","Ley sobre la Aprobación de Tratados Inte Art. 4, fracción IV","domestic_provision","domestic_legal_layer","mexico_legal_provisions","MEX_PROV_LATIME_ART004_001","Para la aprobación de un tratado se observará congruencia con los siguientes objetivos particulares según proceda: [...]…","Ley sobre la Aprobación de Tratados Internacionales en Materia Económica","Art. 4, fracción IV","treaty approval; technology transfer; treaties","","","","4_federal_or_national_law","","","","",""
"MEX_PROV_LATIME_ART005_001","Ley sobre la Aprobación de Tratados Inte Art. 5","domestic_provision","domestic_legal_layer","mexico_legal_provisions","MEX_PROV_LATIME_ART005_001","Al inicio de cada periodo ordinario de sesiones, el Senado, a través de las comisiones competentes, requerirá un informe…","Ley sobre la Aprobación de Tratados Internacionales en Materia Económica","Art. 5","treaty approval; parliamentary oversight; treaties","","","","4_federal_or_national_law","","","","",""
"MEX_PROV_LATIME_ART009_001","Ley sobre la Aprobación de Tratados Inte Art. 9","domestic_provision","domestic_legal_layer","mexico_legal_provisions","MEX_PROV_LATIME_ART009_001","Para la aprobación de algún tratado ya firmado deberá someterse al Senado junto con los siguientes documentos: I. Un esc…","Ley sobre la Aprobación de Tratados Internacionales en Materia Económica","Art. 9","treaty approval; parliamentary oversight; treaties; administrative procedure","","","","4_federal_or_national_law","","","","",""
"MEX_PROV_LFPRH_ART001_001","Ley Federal de Presupuesto y Responsabil Art. 1","domestic_provision","domestic_legal_layer","mexico_legal_provisions","MEX_PROV_LFPRH_ART001_001","La presente Ley es de orden público, y tiene por objeto reglamentar los artículos 74 fracción IV, 75, 126, 127 y 134 de …","Ley Federal de Presupuesto y Responsabilidad Hacendaria","Art. 1","budget/finance; planning; transparency; parliamentary oversight","","","","4_federal_or_national_law","","","","",""
"MEX_PROV_LFPRH_ART004_001","Ley Federal de Presupuesto y Responsabil Art. 4","domestic_provision","domestic_legal_layer","mexico_legal_provisions","MEX_PROV_LFPRH_ART004_001","El gasto público federal comprende las erogaciones por concepto de gasto corriente, incluyendo los pagos de pasivo de la…","Ley Federal de Presupuesto y Responsabilidad Hacendaria","Art. 4","budget/finance; public administration","","","","4_federal_or_national_law","","","","",""
"MEX_PROV_LFPRH_ART006_001","Ley Federal de Presupuesto y Responsabil Art. 6","domestic_provision","domestic_legal_layer","mexico_legal_provisions","MEX_PROV_LFPRH_ART006_001","El Ejecutivo Federal, por conducto de la Secretaría [SHCP], estará a cargo de la programación, presupuestación, evaluaci…","Ley Federal de Presupuesto y Responsabilidad Hacendaria","Art. 6","budget/finance; planning; public administration","","","","4_federal_or_national_law","","","","",""
"MEX_PROV_LFPRH_ART024_001","Ley Federal de Presupuesto y Responsabil Art. 24","domestic_provision","domestic_legal_layer","mexico_legal_provisions","MEX_PROV_LFPRH_ART024_001","La programación y presupuestación del gasto público comprende: I. Las actividades que deberán realizar las dependencias …","Ley Federal de Presupuesto y Responsabilidad Hacendaria","Art. 24","budget/finance; planning","","","","4_federal_or_national_law","","","","",""
"MEX_PROV_LPLAN_ART001_001","Ley de Planeación Art. 1","domestic_provision","domestic_legal_layer","mexico_legal_provisions","MEX_PROV_LPLAN_ART001_001","Las disposiciones de esta Ley son de orden público e interés social y tienen por objeto establecer: I. Las normas y prin…","Ley de Planeación","Art. 1","planning; coordination; federalism; public administration","","","","4_federal_or_national_law","","","","",""
"MEX_PROV_LPLAN_ART002_001","Ley de Planeación Art. 2, fracción IV","domestic_provision","domestic_legal_layer","mexico_legal_provisions","MEX_PROV_LPLAN_ART002_001","La planeación deberá llevarse a cabo como un medio para el eficaz desempeño de la responsabilidad del Estado sobre el de…","Ley de Planeación","Art. 2, fracción IV","planning; treaties; human rights safeguards; constitutional rights","","","","4_federal_or_national_law","","","","",""
"MEX_PROV_LPLAN_ART009_001","Ley de Planeación Art. 9","domestic_provision","domestic_legal_layer","mexico_legal_provisions","MEX_PROV_LPLAN_ART009_001","Las dependencias y entidades de la Administración Pública Federal deberán planear y conducir sus actividades con perspec…","Ley de Planeación","Art. 9","planning; public administration; human rights safeguards; budget/finance","","","","4_federal_or_national_law","","","","",""
"MEX_PROV_LPLAN_ART021_001","Ley de Planeación Art. 21, párrafo 4","domestic_provision","domestic_legal_layer","mexico_legal_provisions","MEX_PROV_LPLAN_ART021_001","La vigencia del Plan no excederá del periodo constitucional del Presidente de la República. Sin perjuicio de lo anterior…","Ley de Planeación","Art. 21, párrafo 4","planning; treaties; coordination","","","","4_federal_or_national_law","","","","",""
"MEX_PROV_RLGS_INV_ART001_001","Reglamento de la Ley General de Salud en Art. 1","domestic_provision","domestic_legal_layer","mexico_legal_provisions","MEX_PROV_RLGS_INV_ART001_001","Este Ordenamiento tiene por objeto proveer, en la esfera administrativa, al cumplimiento de la Ley General de Salud en l…","Reglamento de la Ley General de Salud en Materia de Investigación para la Salud","Art. 1","research for health; health authority; public administration","","","","5_regulation","","","","",""
"MEX_PROV_RLGS_INV_ART003_001","Reglamento de la Ley General de Salud en Art. 3","domestic_provision","domestic_legal_layer","mexico_legal_provisions","MEX_PROV_RLGS_INV_ART003_001","La investigación para la salud comprende el desarrollo de acciones que contribuyan: I. Al conocimiento de los procesos b…","Reglamento de la Ley General de Salud en Materia de Investigación para la Salud","Art. 3","research for health; health products; laboratories; epidemiological surveillance; PABS-related readiness","","","","5_regulation","","","","",""
"MEX_PROV_RLGS_INV_ART005_001","Reglamento de la Ley General de Salud en Art. 5","domestic_provision","domestic_legal_layer","mexico_legal_provisions","MEX_PROV_RLGS_INV_ART005_001","Las competencias a que se refiere el artículo anterior, quedarán distribuidas conforme a lo siguiente: A. Corresponde a …","Reglamento de la Ley General de Salud en Materia de Investigación para la Salud","Art. 5","research for health; federalism; coordination; health authority; sanitary authority","","","","5_regulation","","","","",""
"MEX_PROV_RLGS_INV_ART007_001","Reglamento de la Ley General de Salud en Art. 7","domestic_provision","domestic_legal_layer","mexico_legal_provisions","MEX_PROV_RLGS_INV_ART007_001","La coordinación de la investigación, dentro del marco del Sistema Nacional de Salud, estará a cargo de la Secretaría, a …","Reglamento de la Ley General de Salud en Materia de Investigación para la Salud","Art. 7","research for health; technology transfer; coordination; health authority","","","","5_regulation","","","","",""
"MEX_PROV_RLGS_INV_ART011_001","Reglamento de la Ley General de Salud en Art. 11","domestic_provision","domestic_legal_layer","mexico_legal_provisions","MEX_PROV_RLGS_INV_ART011_001","La Secretaría establecerá, de conformidad con los participantes, las bases de coordinación interinstitucionales e inters…","Reglamento de la Ley General de Salud en Materia de Investigación para la Salud","Art. 11","research for health; technology transfer; PABS-related readiness; biological samples; coordination; treaties","","","","5_regulation","","","","",""
"MEX_PROV_RLGS_INV_ART013_001","Reglamento de la Ley General de Salud en Art. 13","domestic_provision","domestic_legal_layer","mexico_legal_provisions","MEX_PROV_RLGS_INV_ART013_001","En toda investigación en la que el ser humano sea sujeto de estudio, deberán prevalecer el criterio del respeto a su dig…","Reglamento de la Ley General de Salud en Materia de Investigación para la Salud","Art. 13","research for health; ethics / informed consent; human rights safeguards","","","","5_regulation","","","","",""
"MEX_PROV_RLGS_INV_ART014_001","Reglamento de la Ley General de Salud en Art. 14","domestic_provision","domestic_legal_layer","mexico_legal_provisions","MEX_PROV_RLGS_INV_ART014_001","La investigación que se realice en seres humanos deberá desarrollarse conforme a las siguientes bases: I. Deberá adaptar…","Reglamento de la Ley General de Salud en Materia de Investigación para la Salud","Art. 14","research for health; ethics / informed consent; biological samples; health authority; laboratories","","","","5_regulation","","","","",""
"MEX_PROV_RLGS_INV_ART016_001","Reglamento de la Ley General de Salud en Art. 16","domestic_provision","domestic_legal_layer","mexico_legal_provisions","MEX_PROV_RLGS_INV_ART016_001","En las investigaciones en seres humanos se protegerá la privacidad del individuo sujeto de investigación, identificándol…","Reglamento de la Ley General de Salud en Materia de Investigación para la Salud","Art. 16","research for health; data protection; ethics / informed consent; human rights safeguards","","","","5_regulation","","","","",""
"MEX_PROV_RLGS_INV_ART020_001","Reglamento de la Ley General de Salud en Art. 20","domestic_provision","domestic_legal_layer","mexico_legal_provisions","MEX_PROV_RLGS_INV_ART020_001","Se entiende por consentimiento informado el acuerdo por escrito, mediante el cual el sujeto de investigación o, en su ca…","Reglamento de la Ley General de Salud en Materia de Investigación para la Salud","Art. 20","research for health; ethics / informed consent; human rights safeguards; data protection","","","","5_regulation","","","","",""
"MEX_PROV_RLGS_INV_ART099_001","Reglamento de la Ley General de Salud en Art. 99","domestic_provision","domestic_legal_layer","mexico_legal_provisions","MEX_PROV_RLGS_INV_ART099_001","En toda institución de salud en donde se realice investigación para la salud, bajo la responsabilidad de los directores …","Reglamento de la Ley General de Salud en Materia de Investigación para la Salud","Art. 99","research for health; ethics / informed consent; biological samples; laboratories","","","","5_regulation","","","","",""
"MEX_PROV_RISS2025_ART005_001","Reglamento de la Ley General de Salud en Art. 5","domestic_provision","domestic_legal_layer","mexico_legal_provisions","MEX_PROV_RISS2025_ART005_001","Para efectos de este Reglamento se entiende por: I. Aeronave: Toda máquina que transporte personas o carga y efectúe un …","Reglamento de la Ley General de Salud en Materia de Sanidad Internacional","Art. 5","international health / sanitary control; points of entry; ports/airports/borders; conveyances; cargo/goods; travellers; epidemiological surveillance","","","","5_regulation","","","","",""
"MEX_PROV_RISS2025_ART009_001","Reglamento de la Ley General de Salud en Art. 9","domestic_provision","domestic_legal_layer","mexico_legal_provisions","MEX_PROV_RISS2025_ART009_001","Para efectos de este Reglamento, se consideran documentos sanitarios internacionales los siguientes: I. La parte Sanitar…","Reglamento de la Ley General de Salud en Materia de Sanidad Internacional","Art. 9","international health / sanitary control; points of entry; conveyances; certificates","","","","5_regulation","","","","",""
"MEX_PROV_RISS2025_ART010_001","Reglamento de la Ley General de Salud en Art. 10","domestic_provision","domestic_legal_layer","mexico_legal_provisions","MEX_PROV_RISS2025_ART010_001","La Secretaría publicará cada año en el Diario Oficial de la Federación y en la Gaceta Sanitaria la lista de Aeropuertos,…","Reglamento de la Ley General de Salud en Materia de Sanidad Internacional","Art. 10","points of entry; international health / sanitary control; ports/airports/borders; epidemiological surveillance; notification/reporting","","","","5_regulation","","","","",""
"MEX_PROV_RISS2025_ART013_001","Reglamento de la Ley General de Salud en Art. 13","domestic_provision","domestic_legal_layer","mexico_legal_provisions","MEX_PROV_RISS2025_ART013_001","Las enfermedades y riesgos objeto de vigilancia epidemiológica internacional son las siguientes: I. Influenza; II. Palud…","Reglamento de la Ley General de Salud en Materia de Sanidad Internacional","Art. 13","epidemiological surveillance; international health / sanitary control; notification/reporting","","","","5_regulation","","","","",""
"MEX_PROV_RISS2025_ART015_001","Reglamento de la Ley General de Salud en Art. 15","domestic_provision","domestic_legal_layer","mexico_legal_provisions","MEX_PROV_RISS2025_ART015_001","Cuando en las localidades donde residan cónsules mexicanos aparezcan casos de enfermedades sujetas a reglamentación inte…","Reglamento de la Ley General de Salud en Materia de Sanidad Internacional","Art. 15","epidemiological surveillance; notification/reporting; international health / sanitary control; coordination","","","","5_regulation","","","","",""
"MEX_PROV_RISS2025_ART017_001","Reglamento de la Ley General de Salud en Art. 17","domestic_provision","domestic_legal_layer","mexico_legal_provisions","MEX_PROV_RISS2025_ART017_001","En casos especiales y cuando las circunstancias lo exijan, se establecerán estaciones de aislamiento y de vigilancia san…","Reglamento de la Ley General de Salud en Materia de Sanidad Internacional","Art. 17","public health emergency; health security measures; international health / sanitary control; points of entry","","","","5_regulation","","","","",""
"MEX_PROV_RISS2025_ART026_001","Reglamento de la Ley General de Salud en Art. 26","domestic_provision","domestic_legal_layer","mexico_legal_provisions","MEX_PROV_RISS2025_ART026_001","La Secretaría establecerá servicios permanentes de sanidad internacional en los puertos, aeropuertos, puestos fronterizo…","Reglamento de la Ley General de Salud en Materia de Sanidad Internacional","Art. 26","international health / sanitary control; points of entry; ports/airports/borders; health authority","","","","5_regulation","","","","",""
"MEX_PROV_RISS2025_ART027_001","Reglamento de la Ley General de Salud en Art. 27","domestic_provision","domestic_legal_layer","mexico_legal_provisions","MEX_PROV_RISS2025_ART027_001","Todos los puertos de altura, los aeropuertos y puestos fronterizos abiertos al tránsito internacional, deberán reunir co…","Reglamento de la Ley General de Salud en Materia de Sanidad Internacional","Art. 27","points of entry; ports/airports/borders; international health / sanitary control; health security measures; laboratories","","","","5_regulation","","","","",""
"MEX_PROV_RISS2025_ART044_001","Reglamento de la Ley General de Salud en Art. 44","domestic_provision","domestic_legal_layer","mexico_legal_provisions","MEX_PROV_RISS2025_ART044_001","Para evitar posibles daños a la salud, la Secretaría ordenará la desratización, desinsectación y desinfección según corr…","Reglamento de la Ley General de Salud en Materia de Sanidad Internacional","Art. 44","conveyances; international health / sanitary control; health security measures; points of entry","","","","5_regulation","","","","",""
"MEX_PROV_RISS2025_ART068_001","Reglamento de la Ley General de Salud en Art. 68","domestic_provision","domestic_legal_layer","mexico_legal_provisions","MEX_PROV_RISS2025_ART068_001","Compete a la Secretaría ordenar o ejecutar las siguientes medidas de seguridad: I. El aislamiento; II. La cuarentena; II…","Reglamento de la Ley General de Salud en Materia de Sanidad Internacional","Art. 68","health security measures; international health / sanitary control; public health emergency; sanitary authority; enforcement_or_sanction","","","","5_regulation","","","","",""
"MEX_PROV_RISS2025_ART069_001","Reglamento de la Ley General de Salud en Art. 69","domestic_provision","domestic_legal_layer","mexico_legal_provisions","MEX_PROV_RISS2025_ART069_001","Se entiende por aislamiento, la separación de personas infectadas, durante el período de transmisibilidad, en lugares y …","Reglamento de la Ley General de Salud en Materia de Sanidad Internacional","Art. 69","health security measures; travellers; international health / sanitary control; human rights safeguards","","","","5_regulation","","","","",""
"MEX_PROV_RISS2025_ART070_001","Reglamento de la Ley General de Salud en Art. 70","domestic_provision","domestic_legal_layer","mexico_legal_provisions","MEX_PROV_RISS2025_ART070_001","Se entiende por cuarentena, la limitación a la libertad de tránsito de personas sanas que hubieren estado expuestas a un…","Reglamento de la Ley General de Salud en Materia de Sanidad Internacional","Art. 70","health security measures; travellers; international health / sanitary control; human rights safeguards; constitutional rights","","","","5_regulation","","","","",""
"MEX_PROV_RISS2025_ART078_001","Reglamento de la Ley General de Salud en Arts. 78-79","domestic_provision","domestic_legal_layer","mexico_legal_provisions","MEX_PROV_RISS2025_ART078_001","Art. 78: Las violaciones a los preceptos de este Reglamento, serán sancionados administrativamente por la Secretaría, si…","Reglamento de la Ley General de Salud en Materia de Sanidad Internacional","Arts. 78-79","enforcement_or_sanction; international health / sanitary control; sanctions; judicial control","","","","5_regulation","","","","",""
"MEX_PROV_LADUANERA_ART001_001","Ley Aduanera Art. 1o.","domestic_provision","domestic_legal_layer","mexico_legal_provisions","MEX_PROV_LADUANERA_ART001_001","Esta Ley, la de los Impuestos Generales de Importación y de Exportación y las demás leyes y ordenamientos aplicables, re…","Ley Aduanera","Art. 1o.","customs; cargo/goods; conveyances; points of entry; ports/airports/borders; treaties","","","","4_federal_or_national_law","","","","",""
"MEX_PROV_LADUANERA_ART003_001","Ley Aduanera Art. 3o.","domestic_provision","domestic_legal_layer","mexico_legal_provisions","MEX_PROV_LADUANERA_ART003_001","Las funciones relativas a la entrada de mercancías al territorio nacional o a la salida del mismo son facultades exclusi…","Ley Aduanera","Art. 3o.","customs; coordination; points of entry; ports/airports/borders; cargo/goods","","","","4_federal_or_national_law","","","","",""
"MEX_PROV_LADUANERA_ART004_001","Ley Aduanera Art. 4o.","domestic_provision","domestic_legal_layer","mexico_legal_provisions","MEX_PROV_LADUANERA_ART004_001","Las personas que operen o administren puertos de altura, aeropuertos internacionales o presten los servicios auxiliares …","Ley Aduanera","Art. 4o.","customs; points of entry; ports/airports/borders; cargo/goods; conveyances","","","","4_federal_or_national_law","","","","",""
"MEX_PROV_LADUANERA_ART007_001","Ley Aduanera Art. 7o.","domestic_provision","domestic_legal_layer","mexico_legal_provisions","MEX_PROV_LADUANERA_ART007_001","Las empresas aéreas, marítimas y ferroviarias que efectúen el transporte internacional de pasajeros, deberán transmitir …","Ley Aduanera","Art. 7o.","travellers; conveyances; customs; points of entry; data protection","","","","4_federal_or_national_law","","","","",""
"MEX_PROV_LADUANERA_ART056_001","Ley Aduanera Art. 56, párrafo 4 (regulaciones y restricciones no arancelarias / sanidad)","domestic_provision","domestic_legal_layer","mexico_legal_provisions","MEX_PROV_LADUANERA_ART056_001","Para efectos de lo previsto en esta Ley, se consideran regulaciones y restricciones no arancelarias las establecidas de …","Ley Aduanera","Art. 56, párrafo 4 (regulaciones y restricciones no arancelarias / sanidad)","customs; cargo/goods; health products; sanitary authority; supply chains","","","","4_federal_or_national_law","","","","",""
"IHR-OBL-001","IHR Art. 4 — Responsible authorities","ihr2005_obligation","international_normative_layer","ihr_2005_obligations","IHR-OBL-001","Each State Party shall designate or establish a National IHR Focal Point (NFP) accessible at all times and notify WHO of…","IHR 2005","Art. 4","","CC2 – Coordination and NFP communications; CC1 – National legislation","","","","","","","","CC Workbook CC2 requires NFP to have been established by 2007 with expanded roles (risk assessment, advocacy) requiring …"
"DOM_CC2___COORDINATION_AND_NFP_COMMUNICATIONS","CC2 – Coordination and NFP communications","implementation_domain","analytical_assessment_layer","ihr_2005_obligations","IHR-OBL-001","","","","","CC2 – Coordination and NFP communications","","","","","","","",""
"DOM_CC1___NATIONAL_LEGISLATION","CC1 – National legislation","implementation_domain","analytical_assessment_layer","ihr_2005_obligations","IHR-OBL-001","","","","","CC1 – National legislation","","","","","","","",""
"IHR-OBL-002","IHR Art. 5(1) — Surveillance","ihr2005_obligation","international_normative_layer","ihr_2005_obligations","IHR-OBL-002","Each State Party shall develop, strengthen and maintain, as soon as possible but no later than five years from entry int…","IHR 2005","Art. 5(1)","","CC1 – National legislation; CC3 – Surveillance; CC5 – Preparedness","","","","","","","","CC Workbook CC3 requires both indicator-based and event-based surveillance; Art. 5(2) allows extensions with justified i…"
"DOM_CC3___SURVEILLANCE","CC3 – Surveillance","implementation_domain","analytical_assessment_layer","ihr_2005_obligations","IHR-OBL-002","","","","","CC3 – Surveillance","","","","","","","",""
"DOM_CC5___PREPAREDNESS","CC5 – Preparedness","implementation_domain","analytical_assessment_layer","ihr_2005_obligations","IHR-OBL-002","","","","","CC5 – Preparedness","","","","","","","",""
"IHR-OBL-003","IHR Art. 5(2) — Surveillance","ihr2005_obligation","international_normative_layer","ihr_2005_obligations","IHR-OBL-003","A State Party may obtain an extension of up to two plus two years by reporting to WHO with a justified need and an imple…","IHR 2005","Art. 5(2)","","CC1 – National legislation, policy and financing; CC5 – Preparedness","","","","","","","","Extension request itself does not require new legislation but the associated implementation plan implies legislative and…"
"DOM_POLICY_AND_FINANCING","policy and financing","implementation_domain","analytical_assessment_layer","ihr_2005_obligations","IHR-OBL-003","","","","","policy and financing","","","","","","","",""
"IHR-OBL-004","IHR Art. 6(1) — Notification","ihr2005_obligation","international_normative_layer","ihr_2005_obligations","IHR-OBL-004","Each State Party shall assess events using the Annex 2 decision instrument and notify WHO through the NFP within 24 hour…","IHR 2005","Art. 6(1)","","CC2 – NFP; CC3 – Surveillance","","","","","","","","CC Workbook CC3 (Level 1) requires 100% of Annex 2-qualifying events to be notified to WHO; response to WHO verification…"
"DOM_CC2___NFP","CC2 – NFP","implementation_domain","analytical_assessment_layer","ihr_2005_obligations","IHR-OBL-004","","","","","CC2 – NFP","","","","","","","",""
"IHR-OBL-005","IHR Art. 6(2) — Notification","ihr2005_obligation","international_normative_layer","ihr_2005_obligations","IHR-OBL-005","Following notification, the State Party shall continue communicating to WHO timely, accurate and sufficiently detailed p…","IHR 2005","Art. 6(2)","","CC2 – NFP; CC3 – Surveillance; CC6 – Risk communication","","","","","","","","CC Workbook CC3 (Level 2) specifies NFP response to 100% of WHO verification requests within 24h; this is a continuous o…"
"DOM_CC6___RISK_COMMUNICATION","CC6 – Risk communication","implementation_domain","analytical_assessment_layer","ihr_2005_obligations","IHR-OBL-005","","","","","CC6 – Risk communication","","","","","","","",""
"IHR-OBL-006","IHR Art. 7 — Information-sharing during unexpected or unusual public health events","ihr2005_obligation","international_normative_layer","ihr_2005_obligations","IHR-OBL-006","If a State Party has evidence of an unexpected or unusual public health event within its territory, irrespective of orig…","IHR 2005","Art. 7","","CC2 – NFP; CC3 – Surveillance (event-based)","","","","","","","","US understanding on file confirms this covers natural, accidental, or deliberate release of CBRN materials; CC Workbook …"
"DOM_CC3___SURVEILLANCE__EVENT_BASED","CC3 – Surveillance (event-based)","implementation_domain","analytical_assessment_layer","ihr_2005_obligations","IHR-OBL-006","","","","","CC3 – Surveillance (event-based)","","","","","","","",""
"IHR-OBL-007","IHR Art. 8 — Consultation","ihr2005_obligation","international_normative_layer","ihr_2005_obligations","IHR-OBL-007","In the case of events not requiring notification, a State Party may keep WHO advised through the NFP and consult WHO on …","IHR 2005","Art. 8","","CC2 – NFP; CC3 – Surveillance","","","","","","","","This is a permission rather than a hard obligation but presupposes functional assessment and coordination capacity; CC W…"
"IHR-OBL-008","IHR Art. 9(2) — Other reports","ihr2005_obligation","international_normative_layer","ihr_2005_obligations","IHR-OBL-008","States Parties shall, as far as practicable, inform WHO within 24 hours of evidence of a public health risk identified o…","IHR 2005","Art. 9(2)","","CC2 – NFP; CC3 – Surveillance; PoE","","","","","","","","Qualified by 'as far as practicable'; uncertainty remains on what threshold of evidence triggers this obligation; CC Wor…"
"DOM_POE___POINTS_OF_ENTRY","PoE – Points of Entry","implementation_domain","analytical_assessment_layer","ihr_2005_obligations","IHR-OBL-008","","","","","PoE – Points of Entry","","","","","","","",""
"IHR-OBL-009","IHR Art. 10(2) — Verification","ihr2005_obligation","international_normative_layer","ihr_2005_obligations","IHR-OBL-009","When WHO requests verification, each State Party shall provide: within 24 hours, an initial reply or acknowledgement; wi…","IHR 2005","Art. 10(2)","","CC2 – NFP; CC3 – Surveillance","","","","","","","","CC Workbook CC3 (Level 1) sets 100% response to WHO verification requests within 24h; failure to respond may lead WHO to…"
"IHR-OBL-010","IHR Art. 13(1) — Public health response","ihr2005_obligation","international_normative_layer","ihr_2005_obligations","IHR-OBL-010","Each State Party shall develop, strengthen and maintain, as soon as possible but no later than five years from entry int…","IHR 2005","Art. 13(1)","","CC4 – Response; CC5 – Preparedness; CC1 – National legislation; CC8 – Laboratory","","","","","","","","CC Workbook CC4 specifies rapid response capacity, case management, infection control, decontamination, and antimicrobia…"
"DOM_CC4___RESPONSE","CC4 – Response","implementation_domain","analytical_assessment_layer","ihr_2005_obligations","IHR-OBL-010","","","","","CC4 – Response","","","","","","","",""
"DOM_CC8___LABORATORY","CC8 – Laboratory","implementation_domain","analytical_assessment_layer","ihr_2005_obligations","IHR-OBL-010","","","","","CC8 – Laboratory","","","","","","","",""
"IHR-OBL-011","IHR Annex 1A, par.2 — Core capacity requirements — self-assessment and action planning","ihr2005_obligation","international_normative_layer","ihr_2005_obligations","IHR-OBL-011","Each State Party shall assess, within two years of entry into force for that State, the ability of existing national str…","IHR 2005","Annex 1A, par.2","","CC1 – National legislation, policy and financing; CC5 – Preparedness","","","","","","","","CC Workbook CC1 (Level less than 1/1) notes that assessment of legislation relative to IHR implementation is strongly ur…"
"IHR-OBL-012","IHR Annex 1A, par.4 — Core capacity — community and primary public health response level","ihr2005_obligation","international_normative_layer","ihr_2005_obligations","IHR-OBL-012","At community and primary public health response levels: capacity to detect events involving disease or death above expec…","IHR 2005","Annex 1A, par.4","","CC3 – Surveillance; CC4 – Response","","","","","","","","CC Workbook CC3 requires baseline estimates, trends, and thresholds for alert and action to be defined at community/prim…"
"IHR-OBL-013","IHR Annex 1A, par.5 — Core capacity — intermediate public health response level","ihr2005_obligation","international_normative_layer","ihr_2005_obligations","IHR-OBL-013","At the intermediate public health response level: capacity to confirm the status of reported events and support or imple…","IHR 2005","Annex 1A, par.5","","CC3 – Surveillance; CC4 – Response","","","","","","","","CC Workbook defines urgency criteria as 'serious public health impact and/or unusual or unexpected nature with high pote…"
